lstm_units,dense_units1,dense_units2,batch_size,optimizer,avg_val_mse
100,50,50,32,adam,0.005775206256657839
100,50,75,32,adam,0.0046890089754015206
100,100,50,32,adam,0.005954231834039092
100,100,75,32,adam,0.004425619263201952
100,150,50,32,adam,0.004216483375057578
100,150,75,32,adam,0.005165745341219008
150,50,50,32,adam,0.005794876045547426
150,50,75,32,adam,0.006968001532368362
150,100,50,32,adam,0.005736540164798498
150,100,75,32,adam,0.005951072694733739
150,150,50,32,adam,0.004739530105143786
150,150,75,32,adam,0.0064070201478898525
100,50,50,64,adam,0.00830769669264555
100,50,75,64,adam,0.008597695571370422
100,100,50,64,adam,0.010037655429914593
100,100,75,64,adam,0.007345382263883949
100,150,50,64,adam,0.006344006676226854
100,150,75,64,adam,0.007572157960385084
150,50,50,64,adam,0.004751913482323289
150,50,75,64,adam,0.004814299708232284
150,100,50,64,adam,0.004858471127226949
150,100,75,64,adam,0.006417717738077045
150,150,50,64,adam,0.006473900470882654
150,150,75,64,adam,0.006341345584951341
